constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes
A2_00001,brain/functions/f2/beliefs/chpi/crossmodal_integration.py,12,<expr-L>,0.3,expr-literal,E,Expression mixer weight 0.3 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00002,brain/functions/f2/beliefs/chpi/crossmodal_integration.py,12,<expr-L>,0.4,expr-literal,E,Expression mixer weight 0.4 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00003,brain/functions/f2/beliefs/chpi/harmonic_prediction.py,11,TAU,0.4,class-attr,E,"Belief persistence τ = 0.4 — ENGINEERING E5 predict-equation operational scaling per context_brief §3 (predict-equation coefficients are ENGINEERING, NOT F).",NONE,inspection,N/A,,HIGH,FALSE,E5: predict-equation τ
A2_00004,brain/functions/f2/beliefs/chpi/harmonic_prediction.py,12,BASELINE,0.5,class-attr,D,"Belief baseline 0.5 = 0.5 unit-interval midpoint — IDENTITY-PLACEHOLDER (mathematical midpoint of [0,1] support).",NONE,inspection,N/A,,HIGH,FALSE,D: unit-interval midpoint
A2_00005,brain/functions/f2/beliefs/chpi/harmonic_prediction.py,14,PRECISION_H3_TUPLES,"[[60, 8, 2, 0], [4, 8, 2, 0], [21, 8, 2, 0]]",ann-assign,C,"Annotated H³ tuple collection `PRECISION_H3_TUPLES = [[60, 8, 2, 0], [4, 8, 2, 0], [21, 8, 2, 0]]` — STRUCTURAL collection of (r3_idx, horizon, morph, law) tensor keys.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple collection
A2_00006,brain/functions/f2/beliefs/chpi/harmonic_prediction.py,19,h3_features.get.arg0,"[60, 8, 18, 0]",call-posarg0,C,"Function call positional arg [60, 8, 18, 0] — STRUCTURAL H³ tensor coordinate tuple passed to h3_features.get() or similar lookup.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: H³ tuple in call
A2_00007,brain/functions/f2/beliefs/chpi/harmonic_prediction.py,19,<expr-L>,0.02,expr-literal,E,Expression mixer weight 0.02 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00008,brain/functions/f2/beliefs/chpi/harmonic_prediction.py,19,<expr-L>,0.05,expr-literal,E,Expression mixer weight 0.05 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00009,brain/functions/f2/beliefs/chpi/harmonic_prediction.py,19,<expr-L>,0.1,expr-literal,E,Expression mixer weight 0.1 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00010,brain/functions/f2/beliefs/chpi/harmonic_prediction.py,19,<expr-L>,1.0,expr-literal,D,Expression literal 1.0 — IDENTITY-PLACEHOLDER (mathematical identity / inversion / boundary).,NONE,inspection,N/A,,HIGH,FALSE,D: identity float
A2_00011,brain/functions/f2/beliefs/chpi/harmonic_prediction.py,19,<expr-R>,0.1,expr-literal,E,Expression mixer weight 0.1 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00012,brain/functions/f2/beliefs/chpi/harmonic_surprise.py,12,<expr-L>,0.3,expr-literal,E,Expression mixer weight 0.3 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00013,brain/functions/f2/beliefs/chpi/harmonic_surprise.py,12,<expr-L>,0.4,expr-literal,E,Expression mixer weight 0.4 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00014,brain/functions/f2/beliefs/htp/abstract_future.py,19,_F0_ABSTRACT_FUTURE,10,module-assign,C,Index alias `_F0_ABSTRACT_FUTURE = 10` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias
A2_00015,brain/functions/f2/beliefs/htp/hierarchy_coherence.py,25,_E3_HIERARCHY_GRADIENT,3,module-assign,C,Index alias `_E3_HIERARCHY_GRADIENT = 3` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias
A2_00016,brain/functions/f2/beliefs/htp/hierarchy_coherence.py,26,_P1_PITCH_PREDICTION,8,module-assign,C,Index alias `_P1_PITCH_PREDICTION = 8` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias
A2_00017,brain/functions/f2/beliefs/htp/hierarchy_coherence.py,27,_P2_ABSTRACT_PREDICTION,9,module-assign,C,Index alias `_P2_ABSTRACT_PREDICTION = 9` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias
A2_00018,brain/functions/f2/beliefs/htp/hierarchy_coherence.py,68,<expr-L>,0.2,expr-literal,E,Expression mixer weight 0.2 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00019,brain/functions/f2/beliefs/htp/hierarchy_coherence.py,66,<expr-L>,0.5,expr-literal,E,Expression literal 0.5 — balanced 50/50 mixer weight in layered computation. ENGINEERING E4.,NONE,inspection,N/A,,HIGH,FALSE,E4: 50/50 mixer
A2_00020,brain/functions/f2/beliefs/htp/hierarchy_coherence.py,67,<expr-L>,0.3,expr-literal,E,Expression mixer weight 0.3 — ENGINEERING E4 (mixer weight in mech compute formula; no paper publishes specific multi-feature blend coefficients per context_brief §7.1/§7.8 doctrine).,NONE,inspection,N/A,,HIGH,FALSE,E4: mixer weight in compute formula
A2_00021,brain/functions/f2/beliefs/htp/midlevel_future.py,19,_F1_MIDLEVEL_FUTURE,11,module-assign,C,Index alias `_F1_MIDLEVEL_FUTURE = 11` — STRUCTURAL R³ feature addressing constant (engine index into FROZEN R³ 97D or mech output slot).,NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: R³/output index alias
