constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes
A9_0001,brain/beliefs.py,54,normalize_mechanism_outputs.pct_lo,2.0,kw-default,E,"Lower percentile bound (2nd) for per-mechanism robust contrast stretching; engineering choice for outlier-robust normalization. Not in any cited primary source.",NONE,inspection,N/A,,HIGH,FALSE,E3 threshold
A9_0002,brain/beliefs.py,55,normalize_mechanism_outputs.pct_hi,98.0,kw-default,E,"Upper percentile bound (98th) for per-mechanism robust contrast stretching; engineering choice symmetric to pct_lo.",NONE,inspection,N/A,,HIGH,FALSE,E3 threshold
A9_0003,brain/beliefs.py,56,normalize_mechanism_outputs.min_range,0.01,kw-default,E,"Minimum dynamic range threshold below which percentile-stretching is skipped; engineering numerical guard.",NONE,inspection,N/A,,HIGH,FALSE,E3 threshold/numerical guard
A9_0004,brain/beliefs.py,73,np.clip.arg1,0.0,call-posarg1,D,"Lower clip endpoint at 0.0 for output of percentile-stretch — identity placeholder for unit-interval lower bound.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0005,brain/beliefs.py,73,np.clip.arg2,1.0,call-posarg2,D,"Upper clip endpoint at 1.0 — identity placeholder for unit-interval upper bound.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0006,brain/beliefs.py,101,T,0,module-assign,D,"Initial accumulator for time-frame count; trivial zero initialization.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: init sentinel
A9_0007,brain/beliefs.py,136,<expr-L>,1.0,expr-literal,D,"Inversion expression ""1.0 - dim_val"" when belief source dim is ""1-""-prefixed; identity for unit-interval flip.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: unit-interval inversion
A9_0008,brain/beliefs.py,139,np.clip.arg1,0.0,call-posarg1,D,"Lower clip endpoint at 0.0 for final belief value; identity placeholder.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0009,brain/beliefs.py,139,np.clip.arg2,1.0,call-posarg2,D,"Upper clip endpoint at 1.0 for final belief value; identity placeholder.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0010,brain/executor.py,35,_NUM_REGIONS,26,module-assign,C,"RAM cardinality: 12 cortical + 9 subcortical + 5 brainstem = 26 anatomical regions. Structural topology.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: RAM region count
A9_0011,brain/executor.py,36,_NUM_NEURO,4,module-assign,C,"Neurochemical channel count (DA, NE, OPI, 5HT). Structural type-signature.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: neurochem channel count
A9_0012,brain/executor.py,134,torch.clamp.min,0.0,call-kw,D,"ReLU lower bound (no negative region activation) — identity placeholder for non-negativity floor.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: ReLU floor
A9_0013,contracts/bases/base_spectral_group.py,60,OUTPUT_DIM,0,ann-assign,D,"ABC default annotation for OUTPUT_DIM (overridden in subclass; validate() asserts > 0). Trivial placeholder.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: ABC default
A9_0014,contracts/bases/base_spectral_group.py,61,INDEX_RANGE,"[0, 0]",ann-assign,D,"ABC default INDEX_RANGE (0,0) → empty range; overridden in subclass.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: ABC default
A9_0015,contracts/bases/base_spectral_group.py,62,STAGE,1,ann-assign,C,"Default DAG stage = 1 (compute-from-mel-only). Structural classification for R³ DAG ordering.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: DAG stage index
A9_0016,contracts/bases/base_spectral_group.py,112,compute_from_audio.sr,44100,arg-default,C,"Default sample rate 44.1 kHz — CD-quality audio standard (IEC 60908 / Red Book). Engine-canonical.",IEC 60908 (1987),websearch-google,POSITIVE,"IEC 60908 CD-DA standard, ubiquitous audio engineering canon",HIGH,FALSE,STRUCTURAL: SP canonical sample rate
A9_0017,contracts/bases/belief.py,57,BASELINE,0.5,ann-assign,D,"Default belief baseline = unit-interval midpoint (0.5). Neutral prior for [0,1]-valued beliefs.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: midpoint as neutral prior
A9_0018,contracts/bases/belief.py,58,PRECISION_SCALE,12.0,ann-assign,E,"Tanh denominator scaling in π_pred = tanh(...·fill/12) — engineering choice for shape of precision saturation. Not in Friston 2005 or cited sources.",NONE,inspection,N/A,,HIGH,FALSE,E5 operational scaling (precision tanh denominator)
A9_0019,contracts/bases/belief.py,59,PRECISION_WINDOW,16,ann-assign,E,"Rolling PE buffer window = 16 frames (~93 ms at 172.27 Hz). Engineering choice for prediction-history horizon.",NONE,inspection,N/A,,HIGH,FALSE,E3 buffer-window size
A9_0020,contracts/bases/belief.py,127,torch.full.arg1,0.5,call-posarg1,D,"Fallback precision = 0.5 (neutral midpoint) when no PRECISION_H3_TUPLES defined.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: midpoint default
A9_0021,contracts/bases/belief.py,139,torch.full.arg1,0.5,call-posarg1,D,"Fallback precision = 0.5 when H³ stabilities empty.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: midpoint fallback
A9_0022,contracts/bases/belief.py,147,<expr-L>,6.0,expr-literal,E,"Sigmoid slope in precision = σ(6·(0.5 - x·3)). Engineering choice for steepness (docstring §145 labels as ""scale"" choice).",NONE,inspection,N/A,,HIGH,FALSE,E5 operational sigmoid slope
A9_0023,contracts/bases/belief.py,147,<expr-L>,0.5,expr-literal,D,"Sigmoid midpoint in σ(6·(0.5 - x·3)) — identity-form unit-interval center.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: midpoint at 0.5
A9_0024,contracts/bases/belief.py,147,<expr-R>,3.0,expr-literal,E,"Variability multiplier in σ(6·(0.5 - x·3)) — engineering scaling for H³ M2 range mapping (docstring §144).",NONE,inspection,N/A,,HIGH,FALSE,E5 operational scaling factor
A9_0025,contracts/bases/belief.py,148,precision.clamp.arg0,0.05,call-posarg0,E,"Observation-precision lower clamp 0.05 — engineering safeguard preventing zero precision.",NONE,inspection,N/A,,HIGH,FALSE,E2 clamp bound
A9_0026,contracts/bases/belief.py,148,precision.clamp.arg1,0.95,call-posarg1,E,"Observation-precision upper clamp 0.95 — engineering safeguard symmetric to lower clamp.",NONE,inspection,N/A,,HIGH,FALSE,E2 clamp bound
A9_0027,contracts/bases/belief.py,172,<cmp-threshold>,3,expr-literal,E,"PE-buffer warmup threshold (fewer than 3 frames → fallback). Engineering choice.",NONE,inspection,N/A,,HIGH,FALSE,E3 warmup threshold
A9_0028,contracts/bases/belief.py,173,torch.tensor.arg0,[0.5],call-posarg0,D,"Defensive fallback sample tensor [0.5] when pe_buffer empty — neutral midpoint.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: defensive midpoint
A9_0029,contracts/bases/belief.py,174,torch.full.arg1,0.5,call-posarg1,D,"Fallback precision midpoint 0.5 when warmup unsatisfied.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0030,contracts/bases/belief.py,179,<expr-L>,1.0,expr-literal,D,"Numerator in stability = 1.0/(mean(|PE|) + 0.1) — multiplicative identity.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: reciprocal identity
A9_0031,contracts/bases/belief.py,179,<expr-R>,0.1,expr-literal,E,"Denominator-floor epsilon 0.1 in stability formula. Engineering numerical guard (bounds stability ≤ 10).",NONE,inspection,N/A,,HIGH,FALSE,E1 numerical stability epsilon (chosen value)
A9_0032,contracts/bases/belief.py,180,<expr-L>,1.0,expr-literal,D,"Numerator in consistency = 1.0/(std(|PE|) + 0.1) — multiplicative identity.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0033,contracts/bases/belief.py,180,<expr-R>,0.1,expr-literal,E,"Denominator-floor epsilon 0.1 in consistency formula. Same shape as line 179.",NONE,inspection,N/A,,HIGH,FALSE,E1 numerical stability epsilon
A9_0034,contracts/bases/belief.py,181,<expr-L>,0.5,expr-literal,E,"tau_factor = 0.5 + τ — engineering offset shifting per-belief τ into positive range. Author-selected.",NONE,inspection,N/A,,HIGH,FALSE,E4 mixer offset
A9_0035,contracts/bases/belief.py,203,<expr-R>,1e-08,expr-literal,E,"Numerical-stability epsilon 1e-8 in Bayesian gain denominator: gain = π_obs/(π_obs+π_pred+ε).",NONE,inspection,N/A,,HIGH,FALSE,E1 numerical stability epsilon
A9_0036,contracts/bases/belief.py,204,raw_gain.clamp.arg0,0.2,call-posarg0,E,"Bayesian gain lower clamp 0.20 — explicit engineering safeguard (context_brief §2 + docstring §192-194). Documented as engineering not calibrated.",NONE,inspection,N/A,,HIGH,FALSE,E2 explicit safeguard clamp (Bayesian gain floor)
A9_0037,contracts/bases/belief.py,204,raw_gain.clamp.arg1,0.8,call-posarg1,E,"Bayesian gain upper clamp 0.80 — explicit engineering safeguard. Documented as engineering not calibrated.",NONE,inspection,N/A,,HIGH,FALSE,E2 explicit safeguard clamp (Bayesian gain ceiling)
A9_0038,contracts/bases/belief.py,219,(pred + gain * pe).clamp.arg0,0.0,call-posarg0,D,"Posterior lower clip 0.0 — unit-interval identity.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0039,contracts/bases/belief.py,219,(pred + gain * pe).clamp.arg1,1.0,call-posarg1,D,"Posterior upper clip 1.0 — unit-interval identity.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0040,contracts/bases/belief.py,301,(pred_t + gain_t * pe_t).clamp.arg0,0.0,call-posarg0,D,"Per-frame posterior lower clip 0.0 — identity placeholder.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0041,contracts/bases/belief.py,301,(pred_t + gain_t * pe_t).clamp.arg1,1.0,call-posarg1,D,"Per-frame posterior upper clip 1.0 — identity placeholder.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0042,contracts/bases/nucleus.py,68,PROCESSING_DEPTH,0,ann-assign,C,"Default depth-0 for Relay role. Structural ordering integer in 0→5 depth hierarchy.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: depth-ordering integer
A9_0043,contracts/bases/nucleus.py,158,PROCESSING_DEPTH,3,class-attr,C,"Integrator depth = 3 in depth-ordered hierarchy.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: depth-ordering integer
A9_0044,contracts/bases/nucleus.py,187,PROCESSING_DEPTH,4,class-attr,C,"Hub depth = 4 in depth-ordered hierarchy.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: depth-ordering integer
A9_0045,contracts/dataclasses/__init__.py,99,DA,0,module-assign,C,"Dopamine channel index = 0 in (B,T,4) neuro tensor. Structural index.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: channel index
A9_0046,contracts/dataclasses/__init__.py,100,NE,1,module-assign,C,"Norepinephrine channel index = 1.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: channel index
A9_0047,contracts/dataclasses/__init__.py,101,OPI,2,module-assign,C,"Opioid channel index = 2.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: channel index
A9_0048,contracts/dataclasses/__init__.py,102,_5HT,3,module-assign,C,"Serotonin channel index = 3.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: channel index
A9_0049,contracts/dataclasses/__init__.py,103,NUM_CHANNELS,4,module-assign,C,"Total neurochem channels = 4 (DA, NE, OPI, 5HT). Structural cardinality.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: channel cardinality
A9_0050,contracts/dataclasses/__init__.py,141,<cmp-threshold>,5,expr-literal,C,"Arg-count branch ""if len(args) == 5"" in NeuroLink.__init__. Structural API-shape constant.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: arg-count discriminator
A9_0051,contracts/dataclasses/__init__.py,150,<cmp-threshold>,4,expr-literal,C,"Arg-count branch ""elif len(args) >= 4"". Structural API-shape constant.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: arg-count discriminator
A9_0052,contracts/dataclasses/__init__.py,162,<cmp-threshold>,2,expr-literal,C,"Positional-arg index 2 (weight) in kwargs-fallback. Structural index.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: positional-arg index
A9_0053,contracts/dataclasses/__init__.py,163,<cmp-threshold>,3,expr-literal,C,"Positional-arg index 3 (citation) in kwargs-fallback. Structural index.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: positional-arg index
A9_0054,data/augmentation.py,39,__init__.freq_mask_param,20,arg-default,E,"SpecAugment max frequency bands to mask (Park 2019). Engine choice; Park 2019 publishes F=27 LibriSpeech. Training utility, not engine runtime.",Park et al. 2019,websearch-google,PARTIAL,"Park 2019 SpecAugment F=27 LibriSpeech; 20 is engine choice",HIGH,FALSE,E3 training hyperparameter; not engine runtime
A9_0055,data/augmentation.py,40,__init__.time_mask_param,50,arg-default,E,"SpecAugment max time frames to mask. Engine choice differs from Park 2019 T=100. Training-only.",Park et al. 2019,websearch-google,PARTIAL,"Park 2019 T=100 LibriSpeech; 50 is engine choice",HIGH,FALSE,E3 training hyperparameter
A9_0056,data/augmentation.py,41,__init__.n_freq_masks,2,arg-default,E,"SpecAugment number of frequency masks. Matches Park 2019 mF=2.",Park et al. 2019,websearch-google,PARTIAL,Park 2019 mF=2,HIGH,FALSE,E3 training hyperparameter
A9_0057,data/augmentation.py,42,__init__.n_time_masks,2,arg-default,E,"SpecAugment number of time masks. Matches Park 2019 mT=2 common config.",Park et al. 2019,websearch-google,PARTIAL,Park 2019 mT=2,HIGH,FALSE,E3 training hyperparameter
A9_0058,data/augmentation.py,62,<cmp-threshold>,2,expr-literal,C,"Tensor rank check ""mel.dim() == 2"". Structural discriminator.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: tensor-rank check
A9_0059,data/augmentation.py,70,torch.randint.arg2,[1],call-posarg2,C,"torch.randint output shape (1,). Structural shape spec.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: shape spec
A9_0060,data/augmentation.py,71,torch.randint.arg2,[1],call-posarg2,C,"torch.randint output shape (1,). Structural.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: shape spec
A9_0061,data/augmentation.py,72,"mel[:, f0:f0 + f, :]",0.0,module-assign,D,"Mel frequency-mask fill = 0.0. Identity floor for SpecAugment mask.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: mask fill
A9_0062,data/augmentation.py,75,torch.randint.arg2,[1],call-posarg2,C,"torch.randint shape (1,). Structural.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: shape spec
A9_0063,data/augmentation.py,76,torch.randint.arg2,[1],call-posarg2,C,"torch.randint shape (1,). Structural.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: shape spec
A9_0064,data/augmentation.py,77,"mel[:, :, t0:t0 + t]",0.0,module-assign,D,"Mel time-mask fill = 0.0. Identity placeholder.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: mask fill
A9_0065,data/augmentation.py,93,__init__.std,0.01,arg-default,E,"GaussianNoise default std=0.01. Engine training augmentation magnitude.",NONE,inspection,N/A,,HIGH,FALSE,E5 training hyperparameter
A9_0066,data/augmentation.py,99,(x + noise).clamp.arg0,0.0,call-posarg0,D,"Post-noise clamp lower bound. Unit-interval identity.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0067,data/augmentation.py,99,(x + noise).clamp.arg1,1.0,call-posarg1,D,"Post-noise clamp upper bound. Unit-interval identity.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0068,data/augmentation.py,113,__init__.min_gain,0.8,arg-default,E,"RandomGain minimum scale 0.8. Engine training augmentation, symmetric to max_gain about 1.0.",NONE,inspection,N/A,,HIGH,FALSE,E5 training hyperparameter
A9_0069,data/augmentation.py,113,__init__.max_gain,1.2,arg-default,E,"RandomGain maximum scale 1.2. Symmetric to min_gain.",NONE,inspection,N/A,,HIGH,FALSE,E5 training hyperparameter
A9_0070,data/augmentation.py,122,(x * gain).clamp.arg0,0.0,call-posarg0,D,"Post-gain clamp lower bound. Identity.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0071,data/augmentation.py,122,(x * gain).clamp.arg1,1.0,call-posarg1,D,"Post-gain clamp upper bound. Identity.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER
A9_0072,data/augmentation.py,146,__init__.noise_std,0.005,arg-default,E,"MIAugmentationPipeline default noise_std=0.005. Engine training hyperparameter.",NONE,inspection,N/A,,HIGH,FALSE,E5 training hyperparameter
A9_0073,data/collator.py,32,__init__.pad_value,0.0,arg-default,D,"MICollator default padding value 0.0 — standard zero-pad identity for variable-length batches. citation_author=ding is AST walker false-positive (R8). Training-only.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: zero-pad default; R8 AST false-positive
A9_0074,data/mi_dataset.py,48,__init__.segment_frames,2048,arg-default,E,"MIDataset default segment 2048 frames (~12s at 172.27 Hz). Engine training segment size.",NONE,inspection,N/A,,HIGH,FALSE,E5 training segment length
A9_0075,data/mi_dataset.py,90,offset,0,module-assign,D,"Default offset = 0 when not training or segment fits. Trivial init.",NONE,inspection,N/A,,HIGH,FALSE,IDENTITY-PLACEHOLDER: init sentinel
A9_0076,data/precompute_cache.py,149,json.dumps.indent,2,call-kw,E,"JSON pretty-print indent = 2. Standard formatting.",NONE,inspection,N/A,,HIGH,FALSE,E5 JSON formatting
A9_0077,data/preprocessing.py,19,SAMPLE_RATE,44100,module-assign,C,"Canonical 44.1 kHz (IEC 60908 CD-DA). Module docstring §5 labels these as ""canonical MI parameters"".",IEC 60908 (1987),websearch-google,POSITIVE,CD-DA 44.1 kHz standard,HIGH,FALSE,STRUCTURAL: SP canonical sample rate
A9_0078,data/preprocessing.py,20,HOP_LENGTH,256,module-assign,C,"Mel hop 256 samples → frame rate ~172.27 Hz at 44.1 kHz. Power-of-2 STFT canonical hop.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: STFT hop length
A9_0079,data/preprocessing.py,21,N_MELS,128,module-assign,C,"Mel filterbank size 128. Power-of-2 canonical.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: mel filterbank size
A9_0080,data/preprocessing.py,22,N_FFT,2048,module-assign,C,"STFT window 2048 (~46ms at 44.1 kHz). Power-of-2 canonical.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: FFT size
A9_0081,data/preprocessing.py,101,torchaudio.transforms.MelSpectrogram.power,2.0,call-kw,C,"Mel-spectrogram power=2.0 → power-spectrogram (|X|²). Mathematical identity.",NONE,inspection,N/A,,HIGH,FALSE,STRUCTURAL: power-spec exponent (math identity)
